/* DATA DESCRIPTION:
Citation:	Van Tiggelen, Maurice; Smeets, Paul C J P; Reijmer, Carleen H; van As, Dirk; Box, Jason E; Fausto, Robert S; Khan, Shfaqat Abbas; Rignot, Eric; van den Broeke, Michiel R (2024): Daily surface energy balance (SEB) and quality-controlled meteorological quantities measured at station GRL_S10 on the Greenland ice sheet [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.970151, 
	In: Van Tiggelen, M et al. (2024): Daily surface energy balance (SEB) and quality-controlled meteorological quantities measured at 19 stations on the Greenland ice sheet (2003-2023) [dataset bundled publication]. PANGAEA, https://doi.org/10.1594/PANGAEA.970127
Abstract:	Daily averaged surface energy balance (SEB) components and meteorological quantities at 19 locations on the Greenland ice sheet. Three stations are located in the accumulation zone (S10, KAN_U and S21), while the other locations are in the ablation zone. Seven stations are part of the IMAU network , while the other stations are from the PROMICE network. The longest time series span between 2003 and 2023 (S5, S6 and S9, all located along the K-transect in West Greenland). The data contains modelled and measured turbulent heat fluxes, all four radiation components, daily melt energy, subsurface heat flux, air temperature, wind and humidity corrected at standard heights above the surface, height of the sensor, snow accumulation measured by a sonic height ranger, ice/snow ablation measured by a draw-wire, a pressure transducer depth assembly, or acoustic ranger mounted on a separate stake. Days with at least one missing sample are removed from the dataset.
Keyword(s):	automatic weather station; Greenland; surface energy balance
Related to:	Fausto, Robert S; van As, Dirk; Mankoff, Kenneth D; Vandecrux, Baptiste; Citterio, Michele; Ahlstrøm, Andreas P; Andersen, Signe B; Colgan, William; Karlsson, Nanna Bjørnholt; Kjeldsen, Kristian Kjellerup; Korsgaard, Niels J; Larsen, Signe H; Nielsen, Søren; Pedersen, Allan Ø; Shields, Christopher L; Solgaard, Anne M; Box, Jason E (2021): Programme for Monitoring of the Greenland Ice Sheet (PROMICE) automatic weather station data. Earth System Science Data, 13(8), 3819-3845, https://doi.org/10.5194/essd-13-3819-2021
	How, Penelope; Abermann, Jakob; Ahlstrøm, Andreas P; Andersen, Signe B; Box, Jason E; Citterio, Michele; Colgan, William; Fausto, Robert S; Karlsson, Nanna Bjørnholt; Jakobsen, Jette; Langley, Kirsty; Larsen, Signe H; Lund, Mads C; Mankoff, Kenneth D; Pedersen, Allan Ø; Rutishauser, Anja; Shield, C L; Solgaard, Anne M; van As, Dirk; Vandecrux, Baptiste; Wright, Patrick J (2022): PROMICE and GC-Net automated weather station data in Greenland [dataset]. GEUS Dataverse, https://doi.org/10.22008/FK2/IW73UU
	Smeets, Paul C J P; van den Broeke, Michiel R; Boot, Wim; Cover, Giorgio; Eijkelboom, Mark; Greuell, Wouter; Tijm-Reijmer, Carleen H; Snellen, Henk; van de Wal, Roderik S W (2022): Automatic weather station data collected from 2003 to 2021 at the Greenland ice sheet along the K-transect, West-Greenland [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.947483
	Van Tiggelen, Maurice; Smeets, Paul C J P; Reijmer, Carleen H; van As, Dirk; Box, Jason E; Fausto, Robert S; Khan, Shfaqat Abbas; Rignot, Eric; van den Broeke, Michiel R (2024): Surface energy balance closure over melting snow and ice from in situ measurements on the Greenland ice sheet. Journal of Glaciology, 1-11, https://doi.org/10.1017/jog.2024.68
Coverage:	LATITUDE: 67.000300 * LONGITUDE: -47.025300
	DATE/TIME START: 2010-08-17T00:00:00 * DATE/TIME END: 2016-04-17T00:00:00
	MINIMUM HEIGHT above ground: 2 m * MAXIMUM HEIGHT above ground: 10 m
Event(s):	GRL_S10 (S10) * LATITUDE: 67.000300 * LONGITUDE: -47.025300 * DATE/TIME START: 2010-08-17T00:00:00 * DATE/TIME END: 2016-04-17T00:00:00 * ELEVATION: 1840.0 m * LOCATION: West Greenland Ice Sheet * METHOD/DEVICE: Automatic weather station (AWS) * COMMENT: K-transect; IMAU
Parameter(s):	HEIGHT above ground [m] (Height) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: height 1, see parameter comments
	HEIGHT above ground [m] (Height) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: height 2, see parameter comments
	DATE/TIME (Date/Time) * GEOCODE * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl)
	Temperature, air, daily mean [°C] (TTT day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Temperature, air, daily mean [°C] (TTT day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Humidity, specific, daily mean [g/kg] (Humidity spec daily m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl)
	Humidity, specific, daily mean [g/kg] (Humidity spec daily m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Humidity, relative, daily mean [%] (RH day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Humidity, relative, daily mean [%] (RH day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 2m height
	Wind speed, daily mean [m/s] (ff day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl)
	Wind speed, daily mean [m/s] (ff day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: corrected at 10m height
	Pressure, atmospheric, daily mean [hPa] (PPPP day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Automatic weather station (AWS)
	Short-wave downward (GLOBAL) radiation, daily mean [W/m**2] (SWD day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyranometer (PYRA)
	Short-wave upward (REFLEX) radiation, daily mean [W/m**2] (SWU day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyranometer (PYRA)
	Long-wave downward radiation, daily mean [W/m**2] (LWD day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyrgeometer (PYRG)
	Long-wave upward radiation, daily mean [W/m**2] (LWU day m) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * METHOD/DEVICE: Pyrgeometer (PYRG)
	Heat, flux, sensible, modeled [W/m**2] (Qh mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (SHFdown)
	Heat, flux, latent, modeled [W/m**2] (Qe mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (LHFdown)
	Soil heat, flux, modeled [W/m**2] (Soil heat flux mod) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: subsurface, positive upwards (GHFup)
	Height [m] (Height) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: of sensor AWS boom above the surface (z_u)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: from LWU and emissitivty = 1 (Ts_obs)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: modelled using SEB model (Ts_mod)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: modelled daily melt energy using SEB model and Ts_mod (melt_mod)
	Height [m] (Height) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: of AWS boom above the surface measured by sonic Height ranger (z_boom)
	Density, surface [mg/cm**3] (Surface den) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: estimated
	Heat, flux, sensible [W/m**2] (Qh) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (SHFdown_obs)
	Heat, flux, latent [W/m**2] (Qe) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: surface, positive downwards (LHFdown_obs)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_dz_boom)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to snow accumulation estimated from dz_boom (acc_day)
	Melt energy [W/m**2] (Melt E) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, (melt_day_SEB)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to melt estimated from sum of SEB when Tsmax > -2 C (melt_day)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, due to sublimation from LHFdown (subl_day)
	Surface temperature [°C] (Surf temp) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: maximum daily, using LWu and emissivity ' 1 (Tsmax)
	Height change [m] (Height change) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: daily, from sonic Height ranger on AWS boom (dz_boom)
	Number of samples [#] (Samples) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: valid hourly samples from SEB model
	Number of samples [#] (Samples) * PI: Van Tiggelen, Maurice (https://orcid.org/0000-0001-7898-3359, m.vantiggelen@uu.nl) * COMMENT: valid hourly samples from AWS data
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	55182 data points
*/
Height [m] (height 1, see parameter comments)	Height [m] (height 2, see parameter comments)	Date/Time	TTT day m [°C] (Automatic weather station)	TTT day m [°C] (corrected at 2m height)	Humidity spec daily m [g/kg]	Humidity spec daily m [g/kg] (corrected at 2m height)	RH day m [%] (Automatic weather station)	RH day m [%] (corrected at 2m height)	ff day m [m/s]	ff day m [m/s] (corrected at 10m height)	PPPP day m [hPa] (Automatic weather station)	SWD day m [W/m**2] (Pyranometer)	SWU day m [W/m**2] (Pyranometer)	LWD day m [W/m**2] (Pyrgeometer)	LWU day m [W/m**2] (Pyrgeometer)	Qh mod [W/m**2] (surface, positive downwards (...)	Qe mod [W/m**2] (surface, positive downwards (...)	Soil heat flux mod [W/m**2] (subsurface, positive upwards ...)	Height [m] (of sensor AWS boom above the ...)	Surf temp [°C] (from LWU and emissitivty = 1 ...)	Surf temp [°C] (modelled using SEB model (Ts_...)	Melt E [W/m**2] (modelled daily melt energy us...)	Height [m] (of AWS boom above the surface...)	Surface den [mg/cm**3] (estimated)	Qh [W/m**2] (surface, positive downwards (...)	Qe [W/m**2] (surface, positive downwards (...)	Melt E [W/m**2] (daily, (melt_day_dz_boom))	Height change [m] (daily, due to snow accumulati...)	Melt E [W/m**2] (daily, (melt_day_SEB))	Height change [m] (daily, due to melt estimated ...)	Height change [m] (daily, due to sublimation fro...)	Surf temp [°C] (maximum daily, using LWu and ...)	Height change [m] (daily, from sonic Height rang...)	Samples [#] (valid hourly samples from SEB...)	Samples [#] (valid hourly samples from AWS...)
2	10	2011-04-23	-25.384	-25.417	0.488	0.499	90.867	72.213	6.398	6.923	781.754	263.601	221.484	170.997	211.509	7.325	-5.528	-6.199	4.165	-26.209	-26.631	0.000	3.709	400.255				-0.040	0.000	0.000	0.000	-17.420	-0.040	24	24
2	10	2011-04-24	-26.880	-27.089	0.364	0.377	86.135	68.523	4.384	4.868	786.833	250.761	215.690	149.876	205.725	5.936	-3.035	1.850	4.170	-27.961	-29.394	0.000	3.713	400.175				0.000	0.000	0.000	0.000	-15.372	0.053	23	24
2	10	2011-04-25	-24.683	-24.737	0.488	0.499	88.679	71.106	5.973	6.462	788.733	251.343	217.208	172.802	212.524	4.362	-5.448	-6.373	4.167	-25.882	-26.626	0.000	3.733	400.212				-0.016	0.000	0.000	0.000	-17.776	-0.016	24	24
2	10	2011-04-26	-20.735	-20.753	0.700	0.719	86.988	72.544	8.652	9.372	786.962	265.122	221.784	173.687	228.690	9.773	-9.459	-10.657	4.157	-21.306	-22.539	0.000	3.706	400.215				-0.021	0.000	0.000	0.001	-11.459	-0.021	24	24
2	10	2011-04-27	-19.043	-19.095	0.827	0.841	89.174	75.203	7.068	7.645	785.071	263.714	221.270	183.727	232.723	11.117	-6.883	-4.195	4.159	-20.127	-20.601	0.000	3.704	400.168				0.000	0.000	0.000	0.001	-11.685	0.008	24	24
2	10	2011-04-28	-16.230	-16.213	1.154	1.186	87.774	76.221	8.839	9.576	792.250	270.574	228.245	197.188	248.240	0.079	-19.846	-16.140	4.167	-16.263	-17.884	0.000	3.714	400.214			10.444	0.000	-44.630	-0.029	0.002	-1.480	0.008	24	24
2	10	2011-04-29	-15.028	-15.017	1.188	1.211	89.871	78.736	9.330	10.101	793.379	270.321	228.053	218.393	251.528	-3.056	-15.794	-4.559	4.171	-15.142	-15.796	0.000	3.725	400.155				0.000	0.000	0.000	0.001	-11.177	0.033	24	24
2	10	2011-04-30	-17.437	-17.442	0.937	0.954	90.794	77.707	8.507	9.209	803.583	276.342	230.275	189.196	241.182	2.397	-9.668	0.143	4.179	-17.800	-18.385	0.000	3.715	400.117				-0.018	0.000	0.000	0.001	-14.234	-0.018	24	24
2	10	2011-05-01	-18.704	-18.783	0.786	0.799	85.724	72.743	7.165	7.743	806.242	298.681	245.567	163.071	232.264	14.579	-6.327	0.360	4.185	-20.222	-20.643	0.000	3.742	400.189				-0.003	0.000	0.000	0.000	-14.150	-0.003	24	24
2	10	2011-05-02	-18.139	-18.173	0.851	0.868	88.175	75.109	5.116	5.529	813.629	294.264	243.788	185.302	237.032	6.709	-5.600	-4.140	4.190	-18.949	-19.303	0.000	3.734	400.102				-0.016	0.000	0.000	0.000	-13.276	-0.016	24	24
2	10	2011-05-03	-13.986	-14.046	1.147	1.175	75.860	68.125	8.970	9.704	815.208	264.192	223.990	206.800	251.778	17.464	-15.221	-12.876	4.197	-15.161	-15.905	0.000	3.753	400.262				-0.002	0.000	0.000	0.001	-7.599	-0.002	24	24
2	10	2011-05-04	-11.462	-11.469	1.452	1.483	82.164	75.007	8.825	9.553	809.729	276.566	236.130	226.643	264.348	4.856	-17.694	-6.105	4.191	-11.857	-12.630	0.000	3.748	400.189				0.000	0.000	0.000	0.001	-9.040	0.015	24	24
2	10	2011-05-05	-14.763	-14.742	1.130	1.157	86.458	76.313	5.549	6.008	805.254	303.947	254.490	202.818	252.809	-0.367	-9.535	-0.838	4.183	-14.752	-15.473	0.000	3.739	400.142				-0.004	0.000	0.000	0.001	-12.704	-0.004	24	24
2	10	2011-05-06	-19.642	-19.651	0.748	0.764	89.983	75.611	4.707	5.086	808.387	309.353	256.785	174.825	232.391	2.130	-5.188	5.893	4.187	-20.172	-20.477	0.000	3.733	400.228				-0.015	0.000	0.000	0.000	-15.787	-0.015	24	24
2	10	2011-05-07	-13.492	-13.552	1.191	1.222	74.075	67.010	7.191	7.774	814.542	306.613	255.164	200.935	253.777	12.585	-14.061	-14.286	4.197	-14.668	-15.547	0.000	3.748	400.086				0.000	0.000	0.000	0.001	-6.613	0.022	24	24
2	10	2011-05-08	-8.889	-8.947	1.645	1.686	73.673	69.387	8.291	8.966	816.121	311.202	258.065	213.637	271.942	14.659	-20.064	-11.650	4.204	-10.045	-11.010	0.000	3.751	400.136				-0.005	0.000	0.000	0.002	-4.544	-0.005	24	24
2	10	2011-05-09	-9.527	-9.579	1.622	1.660	75.041	70.232	6.282	6.787	816.279	313.351	258.138	208.728	269.718	9.875	-13.992	-7.177	4.208	-10.607	-11.560	0.000	3.764	400.287				0.000	0.000	0.000	0.001	-4.246	0.012	24	24
2	10	2011-05-10	-10.623	-10.619	1.612	1.653	83.373	76.477	6.236	6.748	810.917	319.791	268.100	209.455	268.859	2.757	-15.174	-5.345	4.200	-10.859	-12.208	0.000	3.762	400.259				-0.015	0.000	0.000	0.001	-2.178	-0.015	24	24
2	10	2011-05-11	-10.547	-10.397	1.812	1.863	94.917	86.973	2.479	2.696	811.125	253.180	224.878	268.135	275.669	-6.688	-7.668	-5.872	4.190	-9.104	-9.241	0.000	3.740	400.229				-0.028	0.000	0.000	0.001	-6.653	-0.028	24	24
2	10	2011-05-12	-15.593	-15.590	1.133	1.155	89.635	78.055	3.866	4.179	809.371	311.991	271.248	203.570	248.668	0.162	-5.184	4.878	4.185	-15.907	-16.194	0.000	3.742	400.153				0.000	0.000	0.000	0.000	-10.544	0.022	24	24
2	10	2011-05-13	-13.981	-14.009	1.271	1.299	84.393	74.903	7.832	8.481	802.146	337.208	279.164	182.977	253.793	9.091	-13.118	-3.219	4.159	-14.683	-15.724	0.000	3.726	400.215				-0.076	0.000	0.000	0.001	-7.060	-0.076	24	24
2	10	2011-05-14	-14.477	-14.553	1.108	1.142	82.287	72.820	6.170	6.951	799.654	308.193	259.085	193.335	252.224	5.332	-10.137	-1.585	4.131	-14.946	-15.780	0.000	3.685	400.154				-0.005	0.000	0.000	0.001	-8.379	-0.005	23	24
2	10	2011-05-15	-13.816	-13.631	1.366	1.417	94.946	84.604	2.710	2.951	799.483	288.614	244.824	253.395	264.086	-10.468	-9.317	-3.057	4.124	-11.947	-11.450	0.000	3.679	400.238				-0.046	0.000	0.000	0.001	-4.727	-0.046	24	24
2	10	2011-05-16	-16.748	-16.764	1.066	1.086	90.623	78.023	8.476	9.186	799.625	340.067	284.578	194.235	243.574	3.181	-13.407	1.616	4.130	-17.324	-16.731	0.000	3.672	400.134				0.000	0.000	0.000	0.001	-9.422	0.033	24	24
2	10	2011-05-17	-13.511	-13.429	1.256	1.298	85.245	76.452	6.816	7.396	801.021	317.405	264.646	220.561	261.136	-8.300	-15.899	-2.997	4.137	-12.659	-13.321	0.000	3.691	400.203				0.000	0.000	0.000	0.001	-10.106	0.008	24	24
2	10	2011-05-18	-16.390	-16.666	0.937	0.965	82.152	71.579	5.353	5.951	801.633	348.246	284.861	178.018	245.283	6.290	-7.708	2.454	4.139	-17.198	-17.562	0.000	3.687	400.196				0.000	0.000	0.000	0.001	-7.971	0.003	23	24
2	10	2011-05-19	-16.349	-16.359	1.062	1.091	87.172	75.557	5.321	5.761	804.700	363.303	289.853	179.733	245.502	4.552	-7.871	-1.173	4.146	-16.883	-16.685	0.000	3.696	400.139				-0.005	0.000	0.000	0.001	-5.005	-0.005	24	24
2	10	2011-05-20	-14.620	-14.572	1.215	1.248	89.547	78.996	4.587	4.972	807.117	351.083	285.065	206.626	254.819	-0.641	-8.047	-5.148	4.151	-14.341	-14.103	0.000	3.705	400.228				-0.018	0.000	0.000	0.001	-7.491	-0.018	24	24
2	10	2011-05-21	-12.558	-12.438	1.468	1.514	91.534	82.549	2.204	2.402	804.933	282.628	243.254	255.093	266.446	-5.930	-7.201	-4.854	4.148	-11.340	-10.671	0.000	3.703	400.290				0.000	0.000	0.000	0.001	-8.554	0.000	24	24
2	10	2011-05-22	-14.134	-14.065	1.311	1.339	94.050	83.017	5.291	5.741	802.725	299.760	262.092	235.656	258.155	-6.057	-9.780	0.850	4.147	-13.398	-13.471	0.000	3.695	400.298				0.000	0.000	0.000	0.001	-10.579	0.020	24	24
2	10	2011-05-23	-15.124	-15.066	1.113	1.144	88.702	77.920	5.043	5.470	807.242	346.147	293.124	206.771	253.645	-4.945	-10.495	0.103	4.148	-14.547	-15.114	0.000	3.700	400.265				0.000	0.000	0.000	0.001	-11.849	0.016	24	24
2	10	2011-05-24	-19.175	-19.219	0.791	0.809	85.816	72.466	6.352	6.875	805.846	370.074	308.071	165.419	233.059	9.447	-6.836	6.157	4.148	-20.116	-19.950	0.000	3.701	400.294				-0.008	0.000	0.000	0.001	-13.048	-0.008	24	24
2	10	2011-05-25	-15.741	-15.767	1.149	1.175	82.200	72.253	11.428	12.377	799.650	351.429	297.683	191.242	247.502	7.284	-21.575	-5.678	4.155	-16.415	-17.158	0.000	3.707	400.177				0.000	0.000	0.000	0.002	-4.729	0.012	24	24
2	10	2011-05-26	-9.418	-9.298	1.993	2.042	91.595	84.635	13.056	14.157	797.483	286.419	252.606	270.317	280.961	-23.981	-36.318	-16.164	4.155	-7.897	-9.449	0.000	3.699	400.184				0.000	0.000	0.000	0.003	-2.238	0.001	24	24
2	10	2011-05-27	-10.641	-10.525	1.862	1.902	96.570	87.948	4.488	4.877	800.058	316.009	281.665	262.502	274.881	-11.531	-12.697	1.678	4.120	-9.311	-9.558	0.000	3.679	400.231				-0.071	0.000	0.000	0.001	-2.141	-0.071	24	24
2	10	2011-05-28	-17.331	-17.311	0.968	0.994	89.702	77.194	3.188	3.455	799.421	364.265	315.765	198.253	242.951	-0.183	-5.599	7.667	4.103	-17.447	-16.689	0.000	3.653	400.153				-0.006	0.000	0.000	0.000	-11.210	-0.006	24	24
2	10	2011-05-29	-16.938	-16.873	0.967	0.996	89.975	77.644	4.405	4.783	800.221	337.049	299.214	205.249	246.702	-4.284	-8.200	2.433	4.103	-16.351	-17.359	0.000	3.650	400.127				0.000	0.000	0.000	0.001	-10.059	0.030	24	24
2	10	2011-05-30	-18.733	-18.530	0.864	0.928	90.289	77.497	3.517	3.828	798.246	335.021	308.628	204.034	248.243	-15.825	-13.876	-0.240	4.110	-16.334	-19.888	0.000	3.663	400.165			5.295	0.000	-47.757	-0.031	0.001	3.369	0.004	24	24
2	10	2011-05-31	-19.298	-19.191	0.829	0.864	91.445	77.375	4.339	4.713	797.421	339.761	311.185	192.883	240.199	-9.001	-9.142	3.904	4.123	-18.216	-20.892	0.000	3.668	400.165				-0.004	0.000	0.000	0.001	-10.221	-0.004	24	24
2	10	2011-06-01	-16.723	-16.641	0.990	1.023	89.699	77.738	2.657	2.887	798.850	349.690	304.378	200.664	248.291	-4.559	-6.083	0.113	4.132	-15.943	-17.501	0.000	3.681	400.213				0.000	0.000	0.000	0.000	-11.561	0.013	24	24
2	10	2011-06-02	-16.773	-16.782	1.013	1.036	88.588	76.426	5.716	6.192	802.883	370.380	308.728	190.377	243.937	4.150	-8.364	-2.022	4.129	-17.210	-17.382	0.000	3.689	400.261				-0.044	0.000	0.000	0.001	-10.060	-0.044	24	24
2	10	2011-06-03	-12.278	-12.300	1.398	1.428	84.348	76.013	5.039	5.455	812.371	367.308	310.131	209.552	260.462	4.816	-10.728	-6.501	4.127	-12.927	-13.281	0.000	3.672	400.281				0.000	0.000	0.000	0.001	-7.152	0.010	24	24
2	10	2011-06-04	-7.423	-7.405	2.032	2.082	78.143	74.510	7.667	8.312	818.558	241.507	210.729	268.524	283.021	-1.987	-25.348	-14.411	4.120	-7.444	-8.650	0.000	3.684	400.215				0.000	0.000	0.000	0.002	-2.755	0.054	24	24
2	10	2011-06-05	-3.429	-3.346	3.267	3.313	93.187	90.648	4.066	4.427	819.038	323.968	281.309	277.193	304.230	-5.618	-11.338	-7.563	4.016	-2.525	-3.340	4.558	3.547	400.155				-0.150	-8.899	-0.006	0.001	0.811	-0.150	24	24
2	10	2011-06-06	-3.009	-2.952	3.442	3.475	94.199	91.979	5.584	6.076	814.054	311.048	270.291	280.122	304.604	-4.232	-11.865	-8.353	4.011	-2.429	-3.084	0.000	3.559	400.164				-0.014	-8.175	-0.005	0.001	-0.598	-0.014	24	24
2	10	2011-06-07	-1.543	-1.446	3.976	4.017	96.624	95.484	3.353	3.656	814.562	278.587	235.701	308.719	316.387	-6.336	-8.802	-3.802	4.019	0.155	-0.998	26.218	3.559	400.204			43.050	0.000	16.277	0.011	0.001	1.985	0.028	24	24
2	10	2011-06-08	-0.403	-0.392	3.927	3.966	87.313	87.408	5.073	5.508	816.433	350.160	276.058	265.783	314.748	1.237	-12.088	5.190	4.056	-0.198	-0.662	26.909	3.587	400.182			37.278	0.000	19.476	0.013	0.001	2.850	0.025	24	24
2	10	2011-06-09	-0.015	-0.030	4.081	4.108	87.875	88.149	5.311	5.758	816.950	353.273	267.843	275.062	314.410	2.681	-9.751	4.697	4.082	-0.273	-0.368	44.798	3.609	400.144			53.570	0.000	43.711	0.028	0.001	1.565	0.035	24	24
2	10	2011-06-10	-1.546	-1.545	3.148	3.212	75.487	75.748	8.936	9.693	815.646	396.121	300.535	226.465	307.464	3.794	-37.520	6.191	4.104	-1.806	-2.179	9.014	3.652	400.130			25.360	0.000	-12.948	-0.008	0.003	0.150	0.019	24	24
2	10	2011-06-11	-2.150	-2.120	2.981	3.057	75.581	75.615	7.848	8.517	815.108	347.868	262.710	256.777	312.168	-1.181	-34.563	-1.532	4.110	-0.840	-2.345	26.647	3.658	400.137			-0.115	0.000	-7.508	-0.005	0.003	9.422	0.003	24	24
2	10	2011-06-12	-4.172	-4.251	2.477	2.533	75.608	74.079	4.974	5.570	817.050	387.374	288.219	212.525	294.818	0.184	-17.798	13.109	4.112	-4.567	-3.893	13.889	3.663	400.108				-0.007	12.358	0.008	0.001	0.589	-0.007	23	24
2	10	2011-06-13	-3.537	-3.535	2.865	2.918	80.166	78.473	4.747	5.143	815.854	380.479	280.684	236.726	301.104	0.984	-14.842	3.621	4.111	-3.294	-4.076	40.475	3.662	400.120			4.871	0.000	25.180	0.016	0.001	4.477	0.004	24	24
2	10	2011-06-14	0.366	0.309	3.935	3.967	82.411	82.357	5.273	5.704	815.788	379.161	274.995	252.364	313.412	8.329	-9.590	9.265	4.124	-0.492	-0.952	57.486	3.666	400.162			50.245	0.000	51.122	0.033	0.001	2.610	0.033	24	24
2	10	2011-06-15	-1.446	-1.468	3.366	3.412	81.225	81.231	3.523	3.810	815.367	381.956	278.061	236.586	306.812	1.369	-11.345	21.789	4.155	-1.947	-1.273	29.721	3.692	400.159			30.251	0.000	45.481	0.029	0.001	1.241	0.020	24	24
2	10	2011-06-16	-1.129	-1.072	4.004	4.042	93.701	93.188	2.530	2.743	814.121	280.699	213.724	300.821	323.652	-1.812	-4.879	3.327	4.169	1.662	-1.126	63.227	3.721	400.186			20.441	0.000	40.780	0.026	0.000	7.040	0.014	24	24
2	10	2011-06-17	-1.221	-1.127	3.900	3.954	92.275	91.812	3.724	4.043	814.442	348.020	267.162	286.575	316.873	-5.979	-12.719	5.298	4.180	0.263	-0.294	39.522	3.723	400.101			32.724	0.000	37.160	0.024	0.001	2.209	0.022	24	24
